SognName,SognDigDagID,AmtName,AmtDigDagID,StartDate,EndDate
Varpelev Sogn,114996,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Varpelev Sogn,114996,Præstø Amt,118791,1803-05-25,1950-01-01
Vejen Sogn,115010,Ribe Amt,118855,1750-01-01,1950-01-01
Vejlby Sogn,115016,Randers Amt,118842,1750-01-01,1950-01-01
Vejleby Sogn,115020,Ålholm Amt,137442,1750-01-01,1803-05-25
Vejleby Sogn,115020,Maribo Amt,118799,1803-05-25,1950-01-01
Vejlby Sogn,115018,Århus Amt,118846,1750-01-01,1950-01-01
Vester Torup Sogn,115056,Thisted Amt,118826,1750-01-01,1950-01-01
Vejle Sogn,115019,Svendborg Amt,118813,1750-01-01,1950-01-01
Vejrum Sogn,115022,Viborg Amt,118830,1750-01-01,1950-01-01
Velling Sogn,115029,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Vemmelev Sogn,115031,Sorø Amt,118785,1750-01-01,1950-01-01
Vemmetofte Sogn,115032,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Vemmetofte Sogn,115032,Præstø Amt,118791,1803-05-25,1950-01-01
Vester Broby Sogn,115044,Sorø Amt,118785,1750-01-01,1950-01-01
Vester Egede Sogn,115045,Vordingborg Amt,118787,1750-01-01,1803-05-25
Vester Egede Sogn,115045,Præstø Amt,118791,1803-05-25,1950-01-01
Vester Hjermitslev Sogn,115048,Hjørring Amt,118820,1750-01-01,1950-01-01
Vester Tørslev Sogn,115058,Randers Amt,118842,1750-01-01,1950-01-01
Videbæk Sogn,115075,Randers Amt,118842,1750-01-01,1950-01-01
Vig Sogn,115077,Dragsholm Amt,118774,1750-01-01,1801-08-27
Vig Sogn,115077,Holbæk Amt,118779,1801-08-27,1950-01-01
Vigsø Sogn,115082,Thisted Amt,118826,1750-01-01,1950-01-01
Vildbjerg Sogn,115083,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Vindblæs Sogn,115090,Ålborg Amt,118819,1750-01-01,1950-01-01
Vindinge Sogn,115099,Roskilde Amt,118763,1750-01-01,1808-09-02
Vindinge Sogn,115099,Københavns Amt,118762,1808-09-02,1950-01-01
Vindeby Sogn,115092,Halsteds Klosters Amt,118796,1750-01-01,1803-05-25
Vindeby Sogn,115092,Maribo Amt,118799,1803-05-25,1950-01-01
Sønder Løgum Sogn,133567,Tønder Amt,142463,1750-01-01,1950-01-01
Vinding Sogn,115096,Århus Amt,118846,1750-01-01,1824-07-01
Vinding Sogn,115096,Skanderborg Amt,118847,1824-07-01,1867-08-01
Vinding Sogn,115096,Århus Amt,118846,1867-08-01,1950-01-01
Vitved Sogn,115114,Århus Amt,118846,1750-01-01,1824-07-01
Vitved Sogn,115114,Skanderborg Amt,118847,1824-07-01,1867-08-01
Vitved Sogn,115114,Århus Amt,118846,1867-08-01,1950-01-01
Voer Sogn,115122,Randers Amt,118842,1750-01-01,1950-01-01
Voldby Sogn,115127,Århus Amt,118846,1750-01-01,1824-07-01
Voldby Sogn,115127,Skanderborg Amt,118847,1824-07-01,1867-08-01
Voldby Sogn,115127,Århus Amt,118846,1867-08-01,1950-01-01
Vollerslev Sogn,115129,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Vollerslev Sogn,115129,Præstø Amt,118791,1803-05-25,1950-01-01
Vor Frue Sogn,115143,Århus Amt,118846,1750-01-01,1950-01-01
Vor Frue Sogn,115142,Roskilde Amt,118763,1750-01-01,1808-09-02
Vor Frue Sogn,115142,Københavns Amt,118762,1808-09-02,1950-01-01
Vråby Sogn,115162,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Vråby Sogn,115162,Præstø Amt,118791,1803-05-25,1950-01-01
Værslev Sogn,115167,Kalundborg Amt,118772,1750-01-01,1801-08-27
Værslev Sogn,115167,Holbæk Amt,118779,1801-08-27,1950-01-01
Våbensted Sogn,115169,Ålholm Amt,137442,1750-01-01,1803-05-25
Våbensted Sogn,115169,Maribo Amt,118799,1803-05-25,1950-01-01
Zions Sogn,115173,Maribo Amt,118799,1750-01-01,1950-01-01
Ølstrup Sogn,115187,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Ølby Sogn,115179,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Øls Sogn,115181,Ålborg Amt,118819,1750-01-01,1950-01-01
Ønslev Sogn,115189,Nykøbing Amt,118793,1750-01-01,1803-05-25
Ønslev Sogn,115189,Maribo Amt,118799,1803-05-25,1950-01-01
Ørslev Sogn,115196,Sorø Amt,118785,1750-01-01,1950-01-01
Ørum Sogn,115206,Thisted Amt,118826,1750-01-01,1950-01-01
Ørum Sogn,115207,Viborg Amt,118830,1750-01-01,1950-01-01
Øster Egede Sogn,115219,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Øster Egede Sogn,115219,Præstø Amt,118791,1803-05-25,1950-01-01
Øster Jølby Sogn,115224,Thisted Amt,118826,1750-01-01,1950-01-01
Øster Svenstrup Sogn,115229,Hjørring Amt,118820,1750-01-01,1950-01-01
Øster Ulslev Sogn,115231,Ålholm Amt,137442,1750-01-01,1803-05-25
Øster Ulslev Sogn,115231,Maribo Amt,118799,1803-05-25,1950-01-01
Øster Vandet Sogn,115232,Thisted Amt,118826,1750-01-01,1950-01-01
Åby Sogn,115241,Århus Amt,118846,1750-01-01,1950-01-01
Ålsø Sogn,115252,Randers Amt,118842,1750-01-01,1950-01-01
Kastels sogn,115270,Staden København,370922,1750-01-01,1950-01-01
Holme Olstrup Sogn,115275,Vordingborg Amt,118787,1750-01-01,1803-05-25
Holme Olstrup Sogn,115275,Præstø Amt,118791,1803-05-25,1950-01-01
Sankt Nikolaj Sogn,115320,Ribe Amt,118855,1750-01-01,1950-01-01
Gammelsogn,123739,Randers Amt,118842,1750-01-01,1950-01-01
Hanved Sogn,133564,Flensborg Amt,142176,1750-01-01,1950-01-01
Humptrup Sogn,133565,Tønder Amt,142463,1750-01-01,1950-01-01
Ladelund Sogn,133566,Tønder Amt,142463,1750-01-01,1950-01-01
Sæby Sogn,114762,Sæbygård Amt,118773,1750-01-01,1801-08-27
Sæby Sogn,114762,Holbæk Amt,118779,1801-08-27,1950-01-01
Sejerslev Sogn,114558,Thisted Amt,118826,1750-01-01,1950-01-01
Serup Sogn,114570,Århus Amt,118846,1750-01-01,1821-06-13
Serup Sogn,114570,Viborg Amt,118830,1821-06-13,1950-01-01
Sevel Sogn,114571,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Årby Sogn,115254,Kalundborg Amt,118772,1750-01-01,1801-08-27
Årby Sogn,115254,Holbæk Amt,118779,1801-08-27,1950-01-01
Elsø Sogn,113198,Thisted Amt,118826,1750-01-01,1950-01-01
Fensmark Sogn,113240,Vordingborg Amt,118787,1750-01-01,1803-05-25
Fensmark Sogn,113240,Præstø Amt,118791,1803-05-25,1950-01-01
Lundforlund Sogn,114198,Sorø Amt,118785,1750-01-01,1950-01-01
Lem Sogn,114158,Randers Amt,118842,1750-01-01,1950-01-01
Lerup Sogn,114163,Hjørring Amt,118820,1750-01-01,1950-01-01
Lyderslev Sogn,114203,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Lyderslev Sogn,114203,Præstø Amt,118791,1803-05-25,1950-01-01
Lynderup Sogn,114206,Viborg Amt,118830,1750-01-01,1950-01-01
Madum Sogn,114233,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Løjtofte Sogn,114225,Halsteds Klosters Amt,118796,1750-01-01,1803-05-25
Løjtofte Sogn,114225,Maribo Amt,118799,1803-05-25,1950-01-01
Maglebrænde Sogn,114234,Nykøbing Amt,118793,1750-01-01,1803-05-25
Maglebrænde Sogn,114234,Maribo Amt,118799,1803-05-25,1950-01-01
Marslev Sogn,114253,Odensegård Amt,118800,1750-01-01,1809-05-01
Marslev Sogn,114253,Odense Amt,118809,1809-05-01,1950-01-01
Mollerup Sogn,114267,Thisted Amt,118826,1750-01-01,1950-01-01
Mejlby Sogn,114256,Randers Amt,118842,1750-01-01,1950-01-01
Mesing Sogn,114262,Århus Amt,118846,1750-01-01,1824-07-01
Mesing Sogn,114262,Skanderborg Amt,118847,1824-07-01,1867-08-01
Mesing Sogn,114262,Århus Amt,118846,1867-08-01,1950-01-01
Musse Sogn,114274,Ålholm Amt,137442,1750-01-01,1803-05-25
Musse Sogn,114274,Maribo Amt,118799,1803-05-25,1950-01-01
Mygind Sogn,114276,Randers Amt,118842,1750-01-01,1950-01-01
Nordrupøster Sogn,114308,Sorø Amt,118785,1750-01-01,1950-01-01
Nørre Højrup Sogn,114348,Odensegård Amt,118800,1750-01-01,1809-05-01
Nørre Højrup Sogn,114348,Odense Amt,118809,1809-05-01,1950-01-01
Nørre Kongerslev Sogn,114351,Ålborg Amt,118819,1750-01-01,1950-01-01
Otting Sogn,114394,Viborg Amt,118830,1750-01-01,1950-01-01
Ovtrup Sogn,114402,Thisted Amt,118826,1750-01-01,1950-01-01
Ringsebølle Sogn,114440,Ålholm Amt,137442,1750-01-01,1803-05-25
Ringsebølle Sogn,114440,Maribo Amt,118799,1803-05-25,1950-01-01
Rakkeby Sogn,114415,Thisted Amt,118826,1750-01-01,1950-01-01
Ramme Sogn,114418,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Romlund Sogn,114452,Viborg Amt,118830,1750-01-01,1950-01-01
Roum Sogn,114461,Viborg Amt,118830,1750-01-01,1950-01-01
Ruds Vedby Sogn,114465,Sæbygård Amt,118773,1750-01-01,1801-08-27
Ruds Vedby Sogn,114465,Holbæk Amt,118779,1801-08-27,1950-01-01
Ryde Sogn,114470,Halsteds Klosters Amt,118796,1750-01-01,1803-05-25
Ryde Sogn,114470,Maribo Amt,118799,1803-05-25,1950-01-01
Rørby Sogn,114488,Kalundborg Amt,118772,1750-01-01,1801-08-27
Rørby Sogn,114488,Holbæk Amt,118779,1801-08-27,1950-01-01
Sabro Sogn,114498,Århus Amt,118846,1750-01-01,1950-01-01
Sandby Sogn,114508,Vordingborg Amt,118787,1750-01-01,1803-05-25
Sandby Sogn,114508,Præstø Amt,118791,1803-05-25,1950-01-01
Sejlflod Sogn,114560,Ålborg Amt,118819,1750-01-01,1950-01-01
Sejerø Sogn,114559,Dragsholm Amt,118774,1750-01-01,1801-08-27
Sejerø Sogn,114559,Holbæk Amt,118779,1801-08-27,1950-01-01
Sigerslevvester Sogn,114573,Frederiksborg Amt,118766,1750-01-01,1805-03-20
Sigerslevvester Sogn,114573,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Sem Sogn,114566,Randers Amt,118842,1750-01-01,1950-01-01
Siem Sogn,114572,Ålborg Amt,118819,1750-01-01,1950-01-01
Sinding Sogn,114584,Århus Amt,118846,1750-01-01,1821-06-13
Sinding Sogn,114584,Viborg Amt,118830,1821-06-13,1950-01-01
Sjelle Sogn,114588,Århus Amt,118846,1750-01-01,1950-01-01
Skader Sogn,114592,Randers Amt,118842,1750-01-01,1950-01-01
Skallerup Sogn,114597,Thisted Amt,118826,1750-01-01,1950-01-01
Skjød Sogn,114632,Viborg Amt,118830,1750-01-01,1950-01-01
Skjørring Sogn,114633,Århus Amt,118846,1750-01-01,1950-01-01
Skræm Sogn,114641,Hjørring Amt,118820,1750-01-01,1950-01-01
Skørring Sogn,114656,Randers Amt,118842,1750-01-01,1950-01-01
Sludstrup Sogn,114665,Sorø Amt,118785,1750-01-01,1950-01-01
Smerup Sogn,114666,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Smerup Sogn,114666,Præstø Amt,118791,1803-05-25,1950-01-01
Solbjerg Sogn,114680,Sæbygård Amt,118773,1750-01-01,1801-08-27
Solbjerg Sogn,114680,Holbæk Amt,118779,1801-08-27,1950-01-01
Solbjerg Sogn,114682,Thisted Amt,118826,1750-01-01,1950-01-01
Sorterup Sogn,114687,Sorø Amt,118785,1750-01-01,1950-01-01
Stigs Bjergby Sogn,114712,Holbæk Amt,118775,1750-01-01,1801-08-27
Stigs Bjergby Sogn,114712,Holbæk Amt,118779,1801-08-27,1950-01-01
Stjær Sogn,114714,Århus Amt,118846,1750-01-01,1950-01-01
Store Ajstrup Sogn,114717,Ålborg Amt,118819,1750-01-01,1950-01-01
Sønder Broby Sogn,114790,Svendborg Amt,118813,1750-01-01,1950-01-01
Tulstrup Sogn,114903,Århus Amt,118846,1750-01-01,1950-01-01
Vognsild Sogn,115124,Ålborg Amt,118819,1750-01-01,1950-01-01
Vrigsted Sogn,115159,Vejle Amt,118849,1750-01-01,1950-01-01
Øster Bjerregrav Sogn,115217,Viborg Amt,118830,1750-01-01,1950-01-01
Strø Sogn,114735,Frederiksborg Amt,118766,1750-01-01,1805-03-20
Strø Sogn,114735,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Sulsted Sogn,114742,Ålborg Amt,118819,1750-01-01,1950-01-01
Svenstrup Sogn,114751,Randers Amt,118842,1750-01-01,1950-01-01
Sønder Alslev Sogn,114785,Nykøbing Amt,118793,1750-01-01,1803-05-25
Sønder Alslev Sogn,114785,Maribo Amt,118799,1803-05-25,1950-01-01
Sønder Kongerslev Sogn,114797,Ålborg Amt,118819,1750-01-01,1950-01-01
Sønder Højrup Sogn,114794,Svendborg Amt,118813,1750-01-01,1950-01-01
Sønder Onsild Sogn,114802,Randers Amt,118842,1750-01-01,1950-01-01
Sønderup Sogn,114819,Sorø Amt,118785,1750-01-01,1950-01-01
Sønder Vinge Sogn,114806,Viborg Amt,118830,1750-01-01,1950-01-01
Søndersted Sogn,114817,Holbæk Amt,118775,1750-01-01,1801-08-27
Søndersted Sogn,114817,Holbæk Amt,118779,1801-08-27,1950-01-01
Testrup Sogn,114835,Viborg Amt,118830,1750-01-01,1950-01-01
Sørbymagle Sogn,114822,Sorø Amt,118785,1750-01-01,1950-01-01
Tapdrup Sogn,114829,Viborg Amt,118830,1750-01-01,1950-01-01
Torsted Sogn,114842,Thisted Amt,118826,1750-01-01,1950-01-01
Thorsø Sogn,114844,Viborg Amt,118830,1750-01-01,1950-01-01
Tilsted Sogn,114853,Thisted Amt,118826,1750-01-01,1950-01-01
Torslunde Sogn,114884,Ålholm Amt,137442,1750-01-01,1803-05-25
Torslunde Sogn,114884,Maribo Amt,118799,1803-05-25,1950-01-01
Torup Sogn,114888,Ålborg Amt,118819,1750-01-01,1950-01-01
Torup Sogn,114889,Viborg Amt,118830,1750-01-01,1950-01-01
Træden Sogn,114901,Århus Amt,118846,1750-01-01,1824-07-01
Træden Sogn,114901,Skanderborg Amt,118847,1824-07-01,1867-08-01
Træden Sogn,114901,Århus Amt,118846,1867-08-01,1950-01-01
Tune Sogn,114905,Roskilde Amt,118763,1750-01-01,1808-09-02
Tune Sogn,114905,Københavns Amt,118762,1808-09-02,1950-01-01
Tyvelse Sogn,114924,Vordingborg Amt,118787,1750-01-01,1803-05-25
Tyvelse Sogn,114924,Præstø Amt,118791,1803-05-25,1950-01-01
Ulse Sogn,114966,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Ulse Sogn,114966,Præstø Amt,118791,1803-05-25,1950-01-01
Ubby Sogn,114947,Kalundborg Amt,118772,1750-01-01,1801-08-27
Ubby Sogn,114947,Holbæk Amt,118779,1801-08-27,1950-01-01
Valløby Sogn,114984,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Valløby Sogn,114984,Præstø Amt,118791,1803-05-25,1950-01-01
Valsølille Sogn,114986,Sorø Amt,118785,1750-01-01,1950-01-01
Veggerslev Sogn,115006,Randers Amt,118842,1750-01-01,1950-01-01
Vejby Sogn,115008,Hjørring Amt,118820,1750-01-01,1950-01-01
Vejerslev Sogn,115011,Thisted Amt,118826,1750-01-01,1950-01-01
Vejlby Sogn,115015,Randers Amt,118842,1750-01-01,1950-01-01
Vellerup Sogn,115027,Abrahamstrup Amt,118767,1750-01-01,1808-09-02
Vellerup Sogn,115027,Frederiksborg Amt,118771,1808-09-02,1950-01-01
Venslev Sogn,115035,Sorø Amt,118785,1750-01-01,1950-01-01
Venø Sogn,115036,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Vester Alling Sogn,115041,Randers Amt,118842,1750-01-01,1950-01-01
Vitten Sogn,115113,Århus Amt,118846,1750-01-01,1950-01-01
Vetterslev Sogn,115071,Sorø Amt,118785,1750-01-01,1950-01-01
Villersø Sogn,115086,Randers Amt,118842,1750-01-01,1950-01-01
Villerslev Sogn,115085,Thisted Amt,118826,1750-01-01,1950-01-01
Visby Sogn,115107,Thisted Amt,118826,1750-01-01,1950-01-01
Vium Sogn,115116,Viborg Amt,118830,1750-01-01,1950-01-01
Voldby Sogn,115126,Randers Amt,118842,1750-01-01,1950-01-01
Volling Sogn,115130,Viborg Amt,118830,1750-01-01,1950-01-01
Volsted Sogn,115132,Ålborg Amt,118819,1750-01-01,1950-01-01
Vrangstrup Sogn,115155,Vordingborg Amt,118787,1750-01-01,1803-05-25
Vrangstrup Sogn,115155,Præstø Amt,118791,1803-05-25,1950-01-01
Ørding Sogn,115191,Thisted Amt,118826,1750-01-01,1950-01-01
Ørslev Sogn,115195,Sæbygård Amt,118773,1750-01-01,1801-08-27
Ørslev Sogn,115195,Holbæk Amt,118779,1801-08-27,1950-01-01
Ørsted Sogn,115201,Roskilde Amt,118763,1750-01-01,1808-09-02
Ørsted Sogn,115201,Københavns Amt,118762,1808-09-02,1950-01-01
Ørslev Sogn,115198,Vordingborg Amt,118787,1750-01-01,1803-05-25
Ørslev Sogn,115198,Præstø Amt,118791,1803-05-25,1950-01-01
Øster Alling Sogn,115215,Randers Amt,118842,1750-01-01,1950-01-01
Årre Sogn,115257,Ribe Amt,118855,1750-01-01,1950-01-01
Års Sogn,115258,Ålborg Amt,118819,1750-01-01,1950-01-01
Årslev Sogn,115260,Randers Amt,118842,1750-01-01,1950-01-01
Undløse Sogn,114972,Holbæk Amt,118775,1750-01-01,1801-08-27
Undløse Sogn,114972,Holbæk Amt,118779,1801-08-27,1950-01-01
Uth Sogn,114974,Vejle Amt,118849,1750-01-01,1950-01-01
Gosmer Sogn,113380,Århus Amt,118846,1750-01-01,1950-01-01
Kegnæs Sogn,113854,Sønderborg Amt,142171,1750-01-01,1950-01-01
Tirslund Sogn,113907,Haderslev Amt,142164,1750-01-01,1950-01-01
Nørre Snede Sogn,114359,Ringkøbing Amt,118853,1750-01-01,1822-01-16
Nørre Snede Sogn,114359,Århus Amt,118846,1822-01-16,1824-07-01
Nørre Snede Sogn,114359,Skanderborg Amt,118847,1824-07-01,1867-08-01
Nørre Snede Sogn,114359,Århus Amt,118846,1867-08-01,1950-01-01
Skjold Sogn,114629,Vejle Amt,118849,1750-01-01,1950-01-01
Rold Sogn,114447,Ålborg Amt,118819,1750-01-01,1950-01-01
Simmelkær Sogn,114578,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Skibby Sogn,114617,Abrahamstrup Amt,118767,1750-01-01,1808-09-02
Skibby Sogn,114617,Frederiksborg Amt,118771,1808-09-02,1950-01-01
Øksendrup Sogn,115177,Svendborg Amt,118813,1750-01-01,1950-01-01
Smørum Sogn,114669,Københavns Amt,118762,1750-01-01,1950-01-01
Ørum Sogn,115209,Randers Amt,118842,1750-01-01,1950-01-01
Freerslev Sogn,113290,Sorø Amt,118785,1750-01-01,1950-01-01
Garnisons Sogn,113330,Staden København,370922,1750-01-01,1950-01-01
Idestrup Sogn,113671,Nykøbing Amt,118793,1750-01-01,1803-05-25
Idestrup Sogn,113671,Maribo Amt,118799,1803-05-25,1950-01-01
Kolt Sogn,113774,Århus Amt,118846,1750-01-01,1950-01-01
Hejls Sogn,113836,Haderslev Amt,142164,1750-01-01,1867-09-22
Hejls Sogn,113836,Vejle Amt,118849,1867-09-22,1950-01-01
Birkerød Sogn,114036,Hørsholm Amt,118769,1750-01-01,1805-03-20
Birkerød Sogn,114036,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Kærum Sogn,114135,Assens Amt,118806,1750-01-01,1809-05-01
Kærum Sogn,114135,Odense Amt,118809,1809-05-01,1950-01-01
Nyker Sogn,114314,Bornholms Amt,118792,1750-01-01,1950-01-01
Eltang Sogn,113199,Vejle Amt,118849,1750-01-01,1950-01-01
Bårse Sogn,113151,Vordingborg Amt,118787,1750-01-01,1803-05-25
Bårse Sogn,113151,Præstø Amt,118791,1803-05-25,1950-01-01
Skals Sogn,114598,Viborg Amt,118830,1750-01-01,1950-01-01
Skamstrup Sogn,114600,Holbæk Amt,118775,1750-01-01,1801-08-27
Skamstrup Sogn,114600,Holbæk Amt,118779,1801-08-27,1950-01-01
Skamby Sogn,114599,Odensegård Amt,118800,1750-01-01,1809-05-01
Skamby Sogn,114599,Odense Amt,118809,1809-05-01,1950-01-01
Skibet Sogn,114618,Vejle Amt,118849,1750-01-01,1950-01-01
Stenlille Sogn,114703,Holbæk Amt,118775,1750-01-01,1801-08-27
Stenlille Sogn,114703,Holbæk Amt,118779,1801-08-27,1950-01-01
Tolstrup Sogn,114874,Århus Amt,118846,1750-01-01,1824-07-01
Tolstrup Sogn,114874,Skanderborg Amt,118847,1824-07-01,1867-08-01
Tolstrup Sogn,114874,Århus Amt,118846,1867-08-01,1950-01-01
Torslev Sogn,114882,Hjørring Amt,118820,1750-01-01,1950-01-01
Tømmerby Sogn,114928,Thisted Amt,118826,1750-01-01,1950-01-01
Grandløse Sogn,113381,Holbæk Amt,118775,1750-01-01,1801-08-27
Grandløse Sogn,113381,Holbæk Amt,118779,1801-08-27,1950-01-01
Høm Sogn,113651,Sorø Amt,118785,1750-01-01,1950-01-01
Hørmested Sogn,113656,Hjørring Amt,118820,1750-01-01,1950-01-01
Jungshoved Sogn,113701,Vordingborg Amt,118787,1750-01-01,1803-05-25
Jungshoved Sogn,113701,Præstø Amt,118791,1803-05-25,1950-01-01
Grarup Sogn,113831,Haderslev Amt,142164,1750-01-01,1950-01-01
Jegerup Sogn,113851,Haderslev Amt,142164,1750-01-01,1950-01-01
Over- og Neder- Hadsten Sogn,114399,Århus Amt,118846,1750-01-01,1950-01-01
Overlade Sogn,114400,Århus Amt,118846,1750-01-01,1950-01-01
Ovsted Sogn,114401,Århus Amt,118846,1750-01-01,1824-07-01
Ovsted Sogn,114401,Skanderborg Amt,118847,1824-07-01,1867-08-01
Ovsted Sogn,114401,Århus Amt,118846,1867-08-01,1950-01-01
Bregnet Sogn,114084,Randers Amt,118842,1750-01-01,1950-01-01
Resen Sogn,114430,Viborg Amt,118830,1750-01-01,1950-01-01
Skjern Sogn,114628,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Toftlund Sogn,113908,Haderslev Amt,142164,1750-01-01,1950-01-01
Nørre Søby Sogn,114360,Odensegård Amt,118800,1750-01-01,1809-05-01
Nørre Søby Sogn,114360,Odense Amt,118809,1809-05-01,1950-01-01
Rybjerg Sogn,114469,Viborg Amt,118830,1750-01-01,1950-01-01
Vejlby Sogn,115014,Hindsgavl Amt,118807,1750-01-01,1809-05-01
Vejlby Sogn,115014,Odense Amt,118809,1809-05-01,1950-01-01
Vester Skerninge Sogn,115054,Svendborg Amt,118813,1750-01-01,1950-01-01
Vester Starup Sogn,115055,Ribe Amt,118855,1750-01-01,1950-01-01
Åsum Sogn,115267,Odensegård Amt,118800,1750-01-01,1809-05-01
Åsum Sogn,115267,Odense Amt,118809,1809-05-01,1950-01-01
Vissenbjerg Sogn,115110,Odensegård Amt,118800,1750-01-01,1809-05-01
Vissenbjerg Sogn,115110,Odense Amt,118809,1809-05-01,1950-01-01
Vissing Sogn,115111,Randers Amt,118842,1750-01-01,1950-01-01
Øster Brønderslev Sogn,115218,Hjørring Amt,118820,1750-01-01,1950-01-01
Søllerød Sogn,114780,Københavns Amt,118762,1750-01-01,1950-01-01
Søllested Sogn,114781,Assens Amt,118806,1750-01-01,1809-05-01
Søllested Sogn,114781,Odense Amt,118809,1809-05-01,1950-01-01
Tibirke Sogn,114849,Kronborg Amt,118765,1750-01-01,1805-03-20
Tibirke Sogn,114849,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Tistrup Sogn,114864,Ribe Amt,118855,1750-01-01,1950-01-01
Tystrup Sogn,114923,Sorø Amt,118785,1750-01-01,1950-01-01
Tvis Sogn,114918,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Udbyneder Sogn,114952,Randers Amt,118842,1750-01-01,1950-01-01
Vellev Sogn,115028,Viborg Amt,118830,1750-01-01,1950-01-01
Virring Sogn,115104,Randers Amt,118842,1750-01-01,1950-01-01
Voer Sogn,115121,Hjørring Amt,118820,1750-01-01,1950-01-01
Vokslev Sogn,115125,Ålborg Amt,118819,1750-01-01,1950-01-01
Ølstykke Sogn,115188,Frederiksborg Amt,118766,1750-01-01,1805-03-20
Ølstykke Sogn,115188,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Øster Hassing Sogn,115221,Ålborg Amt,118819,1750-01-01,1950-01-01
Øster Hornum Sogn,115222,Ålborg Amt,118819,1750-01-01,1950-01-01
Ågerup Sogn,115245,Roskilde Amt,118763,1750-01-01,1808-09-02
Ågerup Sogn,115245,Københavns Amt,118762,1808-09-02,1950-01-01
Ågerup Sogn,115246,Holbæk Amt,118775,1750-01-01,1801-08-27
Ågerup Sogn,115246,Holbæk Amt,118779,1801-08-27,1950-01-01
Bøstrup Sogn,113148,Svendborg Amt,118813,1750-01-01,1950-01-01
Bågø Sogn,113150,Odense Amt,118809,1750-01-01,1950-01-01
Hvidbjerg Sogn,113621,Thisted Amt,118826,1750-01-01,1950-01-01
Darum Sogn,113128,Ribe Amt,118855,1750-01-01,1950-01-01
Klemensker Sogn,113758,Bornholms Amt,118792,1750-01-01,1950-01-01
Egå Sogn,113180,Randers Amt,118842,1750-01-01,1950-01-01
Bøvling Sogn,113149,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Dover Sogn,113138,Århus Amt,118846,1750-01-01,1824-07-01
Dover Sogn,113138,Skanderborg Amt,118847,1824-07-01,1867-08-01
Dover Sogn,113138,Århus Amt,118846,1867-08-01,1950-01-01
Haldagerlille Sogn,113443,Sorø Amt,118785,1750-01-01,1950-01-01
Gimsing Sogn,113352,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Jerslev Sogn,113693,Hjørring Amt,118820,1750-01-01,1950-01-01
Holmens Sogn,113572,Staden København,370922,1750-01-01,1950-01-01
Jetsmark Sogn,113694,Hjørring Amt,118820,1750-01-01,1950-01-01
Egvad Sogn,113179,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Drejø Sogn,113141,Svendborg Amt,118813,1750-01-01,1950-01-01
Askø Sogn,113989,Nykøbing Amt,118793,1750-01-01,1803-05-25
Askø Sogn,113989,Maribo Amt,118799,1803-05-25,1950-01-01
Falling Sogn,113225,Århus Amt,118846,1750-01-01,1950-01-01
Føns Sogn,113307,Hindsgavl Amt,118807,1750-01-01,1809-05-01
Føns Sogn,113307,Odense Amt,118809,1809-05-01,1950-01-01
Fåborg Sogn,113312,Svendborg Amt,118813,1750-01-01,1950-01-01
Fausing Sogn,113234,Randers Amt,118842,1750-01-01,1950-01-01
Damsholte Sogn,113126,Møns Amt,118790,1750-01-01,1803-05-25
Damsholte Sogn,113126,Præstø Amt,118791,1803-05-25,1950-01-01
Faxe Sogn,113235,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Faxe Sogn,113235,Præstø Amt,118791,1803-05-25,1950-01-01
Fjelsted Sogn,113252,Hindsgavl Amt,118807,1750-01-01,1809-05-01
Fjelsted Sogn,113252,Odense Amt,118809,1809-05-01,1950-01-01
Classenske boliger Sogn,113119,Københavns Amt,118762,1750-01-01,1950-01-01
Dalum Sogn,113125,Odensegård Amt,118800,1750-01-01,1809-05-01
Dalum Sogn,113125,Odense Amt,118809,1809-05-01,1950-01-01
Dejbjerg Sogn,113134,Ringkøbing Amt,118853,1750-01-01,1950-01-01
