SognName,SognDigDagID,AmtName,AmtDigDagID,StartDate,EndDate
Egtved Sogn,113178,Vejle Amt,118849,1750-01-01,1950-01-01
Børglum Sogn,113147,Hjørring Amt,118820,1750-01-01,1950-01-01
Ejsing Sogn,113186,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Dronninglund Sogn,113157,Hjørring Amt,118820,1750-01-01,1950-01-01
Dråby Sogn,113159,Frederiksborg Amt,118766,1750-01-01,1805-03-20
Dråby Sogn,113159,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Dråby Sogn,113160,Randers Amt,118842,1750-01-01,1950-01-01
Ebeltoft Sogn,113171,Randers Amt,118842,1750-01-01,1950-01-01
Dåstrup Sogn,113169,Roskilde Amt,118763,1750-01-01,1808-09-02
Dåstrup Sogn,113169,Københavns Amt,118762,1808-09-02,1950-01-01
Egense Sogn,113175,Svendborg Amt,118813,1750-01-01,1950-01-01
Egeslevmagle Sogn,113177,Sorø Amt,118785,1750-01-01,1950-01-01
Elling Sogn,113193,Hjørring Amt,118820,1750-01-01,1950-01-01
Ellinge Sogn,113194,Svendborg Amt,118813,1750-01-01,1950-01-01
Ejby Sogn,113181,Roskilde Amt,118763,1750-01-01,1808-09-02
Ejby Sogn,113181,Københavns Amt,118762,1808-09-02,1950-01-01
Humble Sogn,113603,Svendborg Amt,118813,1750-01-01,1950-01-01
Ejby Sogn,113182,Hindsgavl Amt,118807,1750-01-01,1809-05-01
Ejby Sogn,113182,Odense Amt,118809,1809-05-01,1950-01-01
Ejdrup Sogn,113183,Ålborg Amt,118819,1750-01-01,1950-01-01
Ellested Sogn,113190,Svendborg Amt,118813,1750-01-01,1950-01-01
Flejsborg Sogn,113258,Ålborg Amt,118819,1750-01-01,1950-01-01
Elmelunde Sogn,113195,Møns Amt,118790,1750-01-01,1803-05-25
Elmelunde Sogn,113195,Præstø Amt,118791,1803-05-25,1950-01-01
Elsted Sogn,113197,Århus Amt,118846,1750-01-01,1950-01-01
Endelave Sogn,113202,Århus Amt,118846,1750-01-01,1838-08-15
Endelave Sogn,113202,Skanderborg Amt,118847,1838-08-15,1867-08-01
Endelave Sogn,113202,Århus Amt,118846,1867-08-01,1950-01-01
Eskilstrup Sogn,113217,Nykøbing Amt,118793,1750-01-01,1803-05-25
Eskilstrup Sogn,113217,Maribo Amt,118799,1803-05-25,1950-01-01
Everdrup Sogn,113222,Vordingborg Amt,118787,1750-01-01,1803-05-25
Everdrup Sogn,113222,Præstø Amt,118791,1803-05-25,1950-01-01
Fejø Sogn,113236,Nykøbing Amt,118793,1750-01-01,1803-05-25
Fejø Sogn,113236,Maribo Amt,118799,1803-05-25,1950-01-01
Filskov Sogn,113245,Maribo Amt,118799,1750-01-01,1950-01-01
Engesvang Sogn,113206,Viborg Amt,118830,1750-01-01,1950-01-01
Asmild Sogn,113990,Viborg Amt,118830,1750-01-01,1950-01-01
Erritsø Sogn,113214,Vejle Amt,118849,1750-01-01,1950-01-01
Esbønderup Sogn,113216,Kronborg Amt,118765,1750-01-01,1805-03-20
Esbønderup Sogn,113216,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Estruplund Sogn,113220,Randers Amt,118842,1750-01-01,1950-01-01
Estvad Sogn,113221,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Farstrup Sogn,113230,Ålborg Amt,118819,1750-01-01,1950-01-01
Farsø Sogn,113231,Ålborg Amt,118819,1750-01-01,1950-01-01
Falkerslev Sogn,113224,Nykøbing Amt,118793,1750-01-01,1803-05-25
Falkerslev Sogn,113224,Maribo Amt,118799,1803-05-25,1950-01-01
Farum Sogn,113232,Frederiksborg Amt,118766,1750-01-01,1805-03-20
Farum Sogn,113232,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Faster Sogn,113233,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Ferslev Sogn,113242,Abrahamstrup Amt,118767,1750-01-01,1808-09-02
Ferslev Sogn,113242,Frederiksborg Amt,118771,1808-09-02,1950-01-01
Fly Sogn,113261,Viborg Amt,118830,1750-01-01,1950-01-01
Flynder Sogn,113262,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Flødstrup Sogn,113263,Svendborg Amt,118813,1750-01-01,1950-01-01
Fredens Sogn,113278,Staden København,370922,1750-01-01,1950-01-01
Fløng Sogn,113264,Roskilde Amt,118763,1750-01-01,1808-09-02
Fløng Sogn,113264,Københavns Amt,118762,1808-09-02,1950-01-01
Hornbæk Sogn,113585,Frederiksborg Amt,118771,1750-01-01,1950-01-01
Fodby Sogn,113265,Sorø Amt,118785,1750-01-01,1950-01-01
Folding Sogn,113268,Ribe Amt,118855,1750-01-01,1950-01-01
Hornstrup Sogn,113590,Vejle Amt,118849,1750-01-01,1950-01-01
Fraugde Sogn,113273,Odensegård Amt,118800,1750-01-01,1809-05-01
Fraugde Sogn,113273,Odense Amt,118809,1809-05-01,1950-01-01
Flade Sogn,113255,Hjørring Amt,118820,1750-01-01,1950-01-01
Horne Sogn,113588,Ribe Amt,118855,1750-01-01,1950-01-01
Hornslet Sogn,113589,Randers Amt,118842,1750-01-01,1950-01-01
Hundborg Sogn,113606,Thisted Amt,118826,1750-01-01,1950-01-01
Frederiks Sogn,113281,Staden København,370922,1750-01-01,1950-01-01
Hunseby Sogn,113611,Ålholm Amt,137442,1750-01-01,1803-05-25
Hunseby Sogn,113611,Maribo Amt,118799,1803-05-25,1950-01-01
Frederiksborg Slotssogn,113285,Frederiksborg Amt,118766,1750-01-01,1805-03-20
Frederiksborg Slotssogn,113285,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Frederikshavn Sogn,113286,Hjørring Amt,118820,1750-01-01,1950-01-01
Frederikssund Sogn,113288,Frederiksborg Amt,118766,1750-01-01,1805-03-20
Frederikssund Sogn,113288,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Føvling Sogn,113310,Ribe Amt,118855,1750-01-01,1950-01-01
Fårevejle Sogn,113314,Dragsholm Amt,118774,1750-01-01,1801-08-27
Fårevejle Sogn,113314,Holbæk Amt,118779,1801-08-27,1950-01-01
Fårup Sogn,113315,Randers Amt,118842,1750-01-01,1950-01-01
Fruering Sogn,113293,Århus Amt,118846,1750-01-01,1824-07-01
Fruering Sogn,113293,Skanderborg Amt,118847,1824-07-01,1867-08-01
Fruering Sogn,113293,Århus Amt,118846,1867-08-01,1950-01-01
Fuglslev Sogn,113302,Randers Amt,118842,1750-01-01,1950-01-01
Funder Sogn,113303,Århus Amt,118846,1750-01-01,1821-06-13
Funder Sogn,113303,Viborg Amt,118830,1821-06-13,1950-01-01
Fåborg Sogn,113311,Ribe Amt,118855,1750-01-01,1950-01-01
Galten Sogn,113319,Århus Amt,118846,1750-01-01,1950-01-01
Ganløse Sogn,113329,Frederiksborg Amt,118766,1750-01-01,1805-03-20
Ganløse Sogn,113329,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Gammel Rye Sogn,113324,Århus Amt,118846,1750-01-01,1824-07-01
Gammel Rye Sogn,113324,Skanderborg Amt,118847,1824-07-01,1867-08-01
Gammel Rye Sogn,113324,Århus Amt,118846,1867-08-01,1950-01-01
Gamtofte Sogn,113327,Assens Amt,118806,1750-01-01,1809-05-01
Gamtofte Sogn,113327,Odense Amt,118809,1809-05-01,1950-01-01
Hellig Kors Sogn,113507,Staden København,370922,1750-01-01,1950-01-01
Frihavns Sogn,113292,Staden København,370922,1750-01-01,1950-01-01
Fuglebjerg Sogn,113299,Sorø Amt,118785,1750-01-01,1950-01-01
Fuglsbølle Sogn,113300,Svendborg Amt,118813,1750-01-01,1950-01-01
Ginnerup Sogn,113353,Randers Amt,118842,1750-01-01,1950-01-01
Hals Sogn,113450,Ålborg Amt,118819,1750-01-01,1950-01-01
Grundfør Sogn,113395,Århus Amt,118846,1750-01-01,1950-01-01
Gauerslund Sogn,113332,Vejle Amt,118849,1750-01-01,1950-01-01
Gedesby Sogn,113333,Nykøbing Amt,118793,1750-01-01,1803-05-25
Gedesby Sogn,113333,Maribo Amt,118799,1803-05-25,1950-01-01
Gedsted Sogn,113334,Viborg Amt,118830,1750-01-01,1950-01-01
Gentofte Sogn,113337,Københavns Amt,118762,1750-01-01,1950-01-01
Gjesing Sogn,113365,Randers Amt,118842,1750-01-01,1950-01-01
Gundslev Sogn,113423,Nykøbing Amt,118793,1750-01-01,1803-05-25
Gundslev Sogn,113423,Maribo Amt,118799,1803-05-25,1950-01-01
Gunderup Sogn,113422,Ålborg Amt,118819,1750-01-01,1950-01-01
Gimming Sogn,113351,Randers Amt,118842,1750-01-01,1950-01-01
Halsted Sogn,113452,Halsteds Klosters Amt,118796,1750-01-01,1803-05-25
Halsted Sogn,113452,Maribo Amt,118799,1803-05-25,1950-01-01
Hammel Sogn,113453,Århus Amt,118846,1750-01-01,1824-07-01
Hammel Sogn,113453,Skanderborg Amt,118847,1824-07-01,1867-08-01
Hammel Sogn,113453,Århus Amt,118846,1867-08-01,1950-01-01
Ikast Sogn,113673,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Ishøj Sogn,113679,Københavns Amt,118762,1750-01-01,1950-01-01
Granslev Sogn,113382,Viborg Amt,118830,1750-01-01,1950-01-01
Grinderslev Sogn,113391,Viborg Amt,118830,1750-01-01,1950-01-01
Grindløse Sogn,113392,Odensegård Amt,118800,1750-01-01,1809-05-01
Grindløse Sogn,113392,Odense Amt,118809,1809-05-01,1950-01-01
Grindsted Sogn,113393,Ribe Amt,118855,1750-01-01,1950-01-01
Grove Sogn,113394,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Løjt Sogn,113861,Åbenrå Amt,142168,1750-01-01,1950-01-01
Gravlev Sogn,113383,Ålborg Amt,118819,1750-01-01,1950-01-01
Høje Tåstrup Sogn,113646,Københavns Amt,118762,1750-01-01,1950-01-01
Hørve Sogn,113662,Dragsholm Amt,118774,1750-01-01,1801-08-27
Hørve Sogn,113662,Holbæk Amt,118779,1801-08-27,1950-01-01
Harboøre Sogn,113469,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Harre Sogn,113472,Viborg Amt,118830,1750-01-01,1950-01-01
Gudhjem Sogn,113411,Bornholms Amt,118792,1750-01-01,1950-01-01
Hagested Sogn,113441,Holbæk Amt,118775,1750-01-01,1801-08-27
Hagested Sogn,113441,Holbæk Amt,118779,1801-08-27,1950-01-01
Hallund Sogn,113448,Hjørring Amt,118820,1750-01-01,1950-01-01
Hals Sogn,113449,Hjørring Amt,118820,1750-01-01,1950-01-01
Hansted Sogn,113466,Århus Amt,118846,1750-01-01,1824-07-01
Hansted Sogn,113466,Skanderborg Amt,118847,1824-07-01,1867-08-01
Hansted Sogn,113466,Århus Amt,118846,1867-08-01,1950-01-01
Hatting Sogn,113483,Vejle Amt,118849,1750-01-01,1950-01-01
Herslev Sogn,113533,Roskilde Amt,118763,1750-01-01,1808-09-02
Herslev Sogn,113533,Københavns Amt,118762,1808-09-02,1950-01-01
Herslev Sogn,113534,Vejle Amt,118849,1750-01-01,1950-01-01
Hersom Sogn,113535,Viborg Amt,118830,1750-01-01,1950-01-01
Kirkerup Sogn,113752,Roskilde Amt,118763,1750-01-01,1808-09-02
Kirkerup Sogn,113752,Københavns Amt,118762,1808-09-02,1950-01-01
Helsinge Sogn,113513,Kronborg Amt,118765,1750-01-01,1805-03-20
Helsinge Sogn,113513,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Agri Sogn,113944,Randers Amt,118842,1750-01-01,1950-01-01
Hedensted Sogn,113495,Vejle Amt,118849,1750-01-01,1950-01-01
Hee Sogn,113496,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Karlslunde Sogn,113717,Roskilde Amt,118763,1750-01-01,1808-09-02
Karlslunde Sogn,113717,Københavns Amt,118762,1808-09-02,1950-01-01
Kattrup Sogn,113729,Århus Amt,118846,1750-01-01,1824-07-01
Kattrup Sogn,113729,Skanderborg Amt,118847,1824-07-01,1867-08-01
Kattrup Sogn,113729,Århus Amt,118846,1867-08-01,1950-01-01
Keldby Sogn,113731,Møns Amt,118790,1750-01-01,1803-05-25
Keldby Sogn,113731,Præstø Amt,118791,1803-05-25,1950-01-01
Kerte Sogn,113732,Assens Amt,118806,1750-01-01,1809-05-01
Kerte Sogn,113732,Odense Amt,118809,1809-05-01,1950-01-01
Kildebrønde Sogn,113736,Roskilde Amt,118763,1750-01-01,1808-09-02
Kildebrønde Sogn,113736,Københavns Amt,118762,1808-09-02,1950-01-01
Herstedvester Sogn,113536,Københavns Amt,118762,1750-01-01,1950-01-01
Hygum Sogn,113633,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Klostersogn,113762,Århus Amt,118846,1750-01-01,1950-01-01
Klovborg Sogn,113763,Ringkøbing Amt,118853,1750-01-01,1822-01-16
Klovborg Sogn,113763,Århus Amt,118846,1822-01-16,1824-07-01
Klovborg Sogn,113763,Skanderborg Amt,118847,1824-07-01,1867-08-01
Klovborg Sogn,113763,Århus Amt,118846,1867-08-01,1950-01-01
Aller Sogn,113797,Haderslev Amt,142164,1750-01-01,1867-09-22
Aller Sogn,113797,Vejle Amt,118849,1867-09-22,1950-01-01
Bjerning Sogn,113804,Haderslev Amt,142164,1750-01-01,1950-01-01
Burkal Sogn,113812,Tønder Amt,142463,1750-01-01,1950-01-01
Hjermind Sogn,113558,Viborg Amt,118830,1750-01-01,1950-01-01
Jersie Sogn,113692,Roskilde Amt,118763,1750-01-01,1808-09-02
Jersie Sogn,113692,Københavns Amt,118762,1808-09-02,1950-01-01
Hornborg Sogn,113583,Århus Amt,118846,1750-01-01,1824-07-01
Hornborg Sogn,113583,Skanderborg Amt,118847,1824-07-01,1867-08-01
Hornborg Sogn,113583,Århus Amt,118846,1867-08-01,1950-01-01
Horbelev Sogn,113582,Nykøbing Amt,118793,1750-01-01,1803-05-25
Horbelev Sogn,113582,Maribo Amt,118799,1803-05-25,1950-01-01
Hvilsager Sogn,113626,Randers Amt,118842,1750-01-01,1950-01-01
Hvorslev Sogn,113631,Viborg Amt,118830,1750-01-01,1950-01-01
Hvorup Sogn,113632,Ålborg Amt,118819,1750-01-01,1950-01-01
Hyllebjerg Sogn,113635,Ålborg Amt,118819,1750-01-01,1950-01-01
Højby Sogn,113643,Dragsholm Amt,118774,1750-01-01,1801-08-27
Højby Sogn,113643,Holbæk Amt,118779,1801-08-27,1950-01-01
Høybye Sogn,113644,Odensegård Amt,118800,1750-01-01,1809-05-01
Høybye Sogn,113644,Odense Amt,118809,1809-05-01,1950-01-01
Hørning Sogn,113657,Randers Amt,118842,1750-01-01,1950-01-01
Klim Sogn,113759,Thisted Amt,118826,1750-01-01,1950-01-01
Ingslev,113676,Hindsgavl Amt,118807,1750-01-01,1809-05-01
Ingslev,113676,Odense Amt,118809,1809-05-01,1950-01-01
Islands Brygges Sogn,113680,Odense Amt,118809,1750-01-01,1950-01-01
Kalvslund Sogn,113853,Haderslev Amt,142164,1750-01-01,1867-09-22
Kalvslund Sogn,113853,Ribe Amt,118855,1867-09-22,1950-01-01
Asperup Sogn,113994,Hindsgavl Amt,118807,1750-01-01,1809-05-01
Asperup Sogn,113994,Odense Amt,118809,1809-05-01,1950-01-01
Assens Sogn,113995,Assens Amt,118806,1750-01-01,1809-05-01
Assens Sogn,113995,Odense Amt,118809,1809-05-01,1950-01-01
Kapernaums Sogn,113710,Staden København,370922,1750-01-01,1950-01-01
Kirke Hvalsø Sogn,113745,Roskilde Amt,118763,1750-01-01,1808-09-02
Kirke Hvalsø Sogn,113745,Københavns Amt,118762,1808-09-02,1950-01-01
Bryrup Sogn,114099,Århus Amt,118846,1750-01-01,1824-07-01
Bryrup Sogn,114099,Skanderborg Amt,118847,1824-07-01,1867-08-01
Bryrup Sogn,114099,Århus Amt,118846,1867-08-01,1950-01-01
Annisse Sogn,113975,Kronborg Amt,118765,1750-01-01,1805-03-20
Annisse Sogn,113975,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Sankt Marie Sogn,113887,Sønderborg Amt,142171,1750-01-01,1950-01-01
Rise Sogn,113882,Åbenrå Amt,142168,1750-01-01,1950-01-01
Hostrup Sogn,113845,Tønder Amt,142463,1750-01-01,1950-01-01
Dybbøl Sogn,113817,Sønderborg Amt,142171,1750-01-01,1950-01-01
Agerskov Sogn,113796,Haderslev Amt,142164,1750-01-01,1950-01-01
Kristrup Sogn,113793,Randers Amt,118842,1750-01-01,1950-01-01
Fole Sogn,113827,Haderslev Amt,142164,1750-01-01,1867-09-22
Fole Sogn,113827,Ribe Amt,118855,1867-09-22,1950-01-01
Moltrup Sogn,113866,Haderslev Amt,142164,1750-01-01,1950-01-01
Nybøl Sogn,113871,Sønderborg Amt,142171,1750-01-01,1950-01-01
Nordborg Sogn,113868,Nordborg Amt,142172,1750-01-01,1950-01-01
Notmark Sogn,113869,Sønderborg Amt,142171,1750-01-01,1950-01-01
Brande Sogn,114078,Vejle Amt,118849,1750-01-01,1950-01-01
Hjordkær Sogn,113841,Åbenrå Amt,142168,1750-01-01,1950-01-01
Møgeltønder Sogn,113867,Ribe Amt,118855,1750-01-01,1950-01-01
Starup Sogn,113902,Haderslev Amt,142164,1750-01-01,1950-01-01
Øster Lindet Sogn,113930,Haderslev Amt,142164,1750-01-01,1950-01-01
Stepping Sogn,113896,Haderslev Amt,142164,1750-01-01,1867-09-22
Stepping Sogn,113896,Vejle Amt,118849,1867-09-22,1950-01-01
Svenstrup Sogn,113897,Nordborg Amt,142172,1750-01-01,1950-01-01
Albæk Sogn,113948,Randers Amt,118842,1750-01-01,1950-01-01
Allerslev Sogn,113954,Vordingborg Amt,118787,1750-01-01,1803-05-25
Allerslev Sogn,113954,Præstø Amt,118791,1803-05-25,1950-01-01
Allerup Sogn,113955,Odensegård Amt,118800,1750-01-01,1809-05-01
Allerup Sogn,113955,Odense Amt,118809,1809-05-01,1950-01-01
Als Sogn,113964,Ålborg Amt,118819,1750-01-01,1950-01-01
Agersø Sogn,113941,Sorø Amt,118785,1750-01-01,1950-01-01
Agger Sogn,113942,Thisted Amt,118826,1750-01-01,1950-01-01
Aggersborg Sogn,113943,Hjørring Amt,118820,1750-01-01,1950-01-01
Vor Frue Sogn,113926,Haderslev Amt,142164,1750-01-01,1950-01-01
Ajstrup Sogn,113946,Ålborg Amt,118819,1750-01-01,1950-01-01
Albæk-Lyngså Sogn,113947,Hjørring Amt,118820,1750-01-01,1950-01-01
Aldersro Sogn,113951,Staden København,370922,1750-01-01,1950-01-01
Albøge Sogn,113949,Randers Amt,118842,1750-01-01,1950-01-01
Almind Sogn,113962,Vejle Amt,118849,1750-01-01,1950-01-01
Allested Sogn,113957,Svendborg Amt,118813,1750-01-01,1950-01-01
Alstrup Sogn,113970,Ålborg Amt,118819,1750-01-01,1950-01-01
Alslev Sogn,113966,Ribe Amt,118855,1750-01-01,1950-01-01
Andst Sogn,113972,Ribe Amt,118855,1750-01-01,1950-01-01
Asp Sogn,113993,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Ansgars Sogn,113978,Odense Amt,118809,1750-01-01,1950-01-01
Balle Sogn,114011,Århus Amt,118846,1750-01-01,1821-06-13
Balle Sogn,114011,Viborg Amt,118830,1821-06-13,1950-01-01
Ballerup Sogn,114012,Københavns Amt,118762,1750-01-01,1950-01-01
Besser Sogn,114028,Kalundborg Amt,118772,1750-01-01,1801-08-27
Besser Sogn,114028,Holbæk Amt,118779,1801-08-27,1950-01-01
Bethlehems Sogn,114029,Holbæk Amt,118779,1750-01-01,1950-01-01
Binderup Sogn,114033,Ålborg Amt,118819,1750-01-01,1950-01-01
Birkende Sogn,114035,Odensegård Amt,118800,1750-01-01,1809-05-01
Birkende Sogn,114035,Odense Amt,118809,1809-05-01,1950-01-01
Bjergby Sogn,114043,Hjørring Amt,118820,1750-01-01,1950-01-01
Bjerreby Sogn,114048,Svendborg Amt,118813,1750-01-01,1950-01-01
Bjerring Sogn,114049,Viborg Amt,118830,1750-01-01,1950-01-01
Bjæverskov Sogn,114051,Tryggevælde Amt,118786,1750-01-01,1803-05-25
Bjæverskov Sogn,114051,Præstø Amt,118791,1803-05-25,1950-01-01
Blenstrup Sogn,114053,Ålborg Amt,118819,1750-01-01,1950-01-01
Borbjerg Sogn,114067,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Bording Sogn,114068,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Bredsten Sogn,114082,Vejle Amt,118849,1750-01-01,1950-01-01
Arninge Sogn,113983,Halsteds Klosters Amt,118796,1750-01-01,1803-05-25
Arninge Sogn,113983,Maribo Amt,118799,1803-05-25,1950-01-01
Barløse Sogn,114017,Assens Amt,118806,1750-01-01,1809-05-01
Barløse Sogn,114017,Odense Amt,118809,1809-05-01,1950-01-01
Bedsted Sogn,114022,Thisted Amt,118826,1750-01-01,1950-01-01
Brylle Sogn,114097,Odensegård Amt,118800,1750-01-01,1809-05-01
Brylle Sogn,114097,Odense Amt,118809,1809-05-01,1950-01-01
As Sogn,113985,Vejle Amt,118849,1750-01-01,1950-01-01
Asdal Sogn,113986,Hjørring Amt,118820,1750-01-01,1950-01-01
Brøndum sogn,114098,Ribe Amt,118855,1750-01-01,1950-01-01
Bogø Sogn,114064,Møns Amt,118790,1750-01-01,1803-05-25
Bogø Sogn,114064,Præstø Amt,118791,1803-05-25,1950-01-01
Brændekilde Sogn,114101,Odensegård Amt,118800,1750-01-01,1809-05-01
Brændekilde Sogn,114101,Odense Amt,118809,1809-05-01,1950-01-01
Borup Sogn,114072,Randers Amt,118842,1750-01-01,1950-01-01
Brabrand Sogn,114074,Århus Amt,118846,1750-01-01,1950-01-01
Bramming Sogn,114077,Ribe Amt,118855,1750-01-01,1950-01-01
Branderslev Sogn,114079,Halsteds Klosters Amt,118796,1750-01-01,1803-05-25
Branderslev Sogn,114079,Maribo Amt,118799,1803-05-25,1950-01-01
Brorstrup Sogn,114094,Ålborg Amt,118819,1750-01-01,1950-01-01
Brovst Sogn,114095,Hjørring Amt,118820,1750-01-01,1950-01-01
Brøndum Sogn,114107,Viborg Amt,118830,1750-01-01,1950-01-01
Billum Sogn,114032,Ribe Amt,118855,1750-01-01,1950-01-01
Bur Sogn,114115,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Blistrup Sogn,114055,Kronborg Amt,118765,1750-01-01,1805-03-20
Blistrup Sogn,114055,Frederiksborg Amt,118771,1805-03-20,1950-01-01
Boddum Sogn,114060,Thisted Amt,118826,1750-01-01,1950-01-01
Bodilsker Sogn,114061,Bornholms Amt,118792,1750-01-01,1950-01-01
Borre Sogn,114069,Møns Amt,118790,1750-01-01,1803-05-25
Borre Sogn,114069,Præstø Amt,118791,1803-05-25,1950-01-01
Borup Sogn,114071,Roskilde Amt,118763,1750-01-01,1808-09-02
Borup Sogn,114071,Københavns Amt,118762,1808-09-02,1950-01-01
Bramdrup Sogn,114076,Vejle Amt,118849,1750-01-01,1950-01-01
Bredstrup Sogn,114083,Vejle Amt,118849,1750-01-01,1950-01-01
Brejning Sogn,114088,Ringkøbing Amt,118853,1750-01-01,1950-01-01
Brenderup Sogn,114089,Hindsgavl Amt,118807,1750-01-01,1809-05-01
Brenderup Sogn,114089,Odense Amt,118809,1809-05-01,1950-01-01
Brørup Sogn,114109,Ribe Amt,118855,1750-01-01,1950-01-01
Linå Sogn,114184,Århus Amt,118846,1750-01-01,1824-07-01
Linå Sogn,114184,Skanderborg Amt,118847,1824-07-01,1867-08-01
Linå Sogn,114184,Århus Amt,118846,1867-08-01,1950-01-01
Budolfi Sogn,114113,Ålborg Amt,118819,1750-01-01,1950-01-01
Køge Sogn,114137,Roskilde Amt,118763,1750-01-01,1808-09-02
Køge Sogn,114137,Københavns Amt,118762,1808-09-02,1950-01-01
Byrum Sogn,114118,Hjørring Amt,118820,1750-01-01,1950-01-01
Krogsbølle Sogn,114119,Odensegård Amt,118800,1750-01-01,1809-05-01
Krogsbølle Sogn,114119,Odense Amt,118809,1809-05-01,1950-01-01
Krogstrup Sogn,114120,Abrahamstrup Amt,118767,1750-01-01,1808-09-02
Krogstrup Sogn,114120,Frederiksborg Amt,118771,1808-09-02,1950-01-01
Krønge Sogn,114122,Ålholm Amt,137442,1750-01-01,1803-05-25
Krønge Sogn,114122,Maribo Amt,118799,1803-05-25,1950-01-01
Kullerup Sogn,114123,Svendborg Amt,118813,1750-01-01,1950-01-01
Kundby Sogn,114124,Holbæk Amt,118775,1750-01-01,1801-08-27
Kundby Sogn,114124,Holbæk Amt,118779,1801-08-27,1950-01-01
Sankt Jørgens Sogn,114524,Svendborg Amt,118813,1750-01-01,1950-01-01
Sankt Jørgensbjerg Sogn,114525,Roskilde Amt,118763,1750-01-01,1808-09-02
Sankt Jørgensbjerg Sogn,114525,Københavns Amt,118762,1808-09-02,1950-01-01
Rødovre Sogn,114481,Københavns Amt,118762,1750-01-01,1950-01-01
Lysgård Sogn,114217,Viborg Amt,118830,1750-01-01,1950-01-01
Christiansø Sogn,113118,Bornholms Amt,118792,1750-01-01,1950-01-01
Dalbyover Sogn,113122,Randers Amt,118842,1750-01-01,1950-01-01
Dannemare Sogn,113127,Halsteds Klosters Amt,118796,1750-01-01,1803-05-25
Dannemare Sogn,113127,Maribo Amt,118799,1803-05-25,1950-01-01
Dragstrup Sogn,113139,Thisted Amt,118826,1750-01-01,1950-01-01
Kettrup Sogn,113735,Thisted Amt,118826,1750-01-01,1950-01-01
Drøsselbjerg Sogn,113158,Sæbygård Amt,118773,1750-01-01,1801-08-27
Drøsselbjerg Sogn,113158,Holbæk Amt,118779,1801-08-27,1950-01-01
Bylderup Sogn,113813,Tønder Amt,142463,1750-01-01,1950-01-01
Ebdrup Sogn,113170,Randers Amt,118842,1750-01-01,1950-01-01
Døllefjelde Sogn,113167,Ålholm Amt,137442,1750-01-01,1803-05-25
Døllefjelde Sogn,113167,Maribo Amt,118799,1803-05-25,1950-01-01
Døstrup Sogn,113168,Ålborg Amt,118819,1750-01-01,1950-01-01
Egens Sogn,113174,Randers Amt,118842,1750-01-01,1950-01-01
Em Sogn,113200,Hjørring Amt,118820,1750-01-01,1950-01-01
Finderup Sogn,113247,Viborg Amt,118830,1750-01-01,1950-01-01
Elev Sogn,113188,Århus Amt,118846,1750-01-01,1950-01-01
Elias Sogn,113189,Staden København,370922,1750-01-01,1950-01-01
Elsborg Sogn,113196,Viborg Amt,118830,1750-01-01,1950-01-01
Feldballe Sogn,113237,Randers Amt,118842,1750-01-01,1950-01-01
Enslev Sogn,113211,Randers Amt,118842,1750-01-01,1950-01-01
Enslev Sogn,113212,Randers Amt,118842,1750-01-01,1950-01-01
Farendløse Sogn,113229,Sorø Amt,118785,1750-01-01,1950-01-01
Essenbæk Sogn,113219,Randers Amt,118842,1750-01-01,1950-01-01
Grynderup Sogn,113398,Ålborg Amt,118819,1750-01-01,1950-01-01
Finderup Sogn,113246,Sæbygård Amt,118773,1750-01-01,1801-08-27
Finderup Sogn,113246,Holbæk Amt,118779,1801-08-27,1950-01-01
Fiskbæk Sogn,113248,Viborg Amt,118830,1750-01-01,1950-01-01
Fyrendal Sogn,113305,Sorø Amt,118785,1750-01-01,1950-01-01
Fjelde Sogn,113250,Ålholm Amt,137442,1750-01-01,1803-05-25
Fjelde Sogn,113250,Maribo Amt,118799,1803-05-25,1950-01-01
Fjellerup Sogn,113251,Randers Amt,118842,1750-01-01,1950-01-01
Flade Sogn,113256,Thisted Amt,118826,1750-01-01,1950-01-01
Fovlum Sogn,113271,Ålborg Amt,118819,1750-01-01,1950-01-01
Gangsted Sogn,113328,Århus Amt,118846,1750-01-01,1824-07-01
Gangsted Sogn,113328,Skanderborg Amt,118847,1824-07-01,1867-08-01
Gangsted Sogn,113328,Århus Amt,118846,1867-08-01,1950-01-01
Fræer Sogn,113295,Ålborg Amt,118819,1750-01-01,1950-01-01
